pull_request_id,user_id,comment_id,position,body,commit_id,created_at,Is_Swearing
15753591,2461574,70918265,136,* `.@int = readparam(bInt);`  * `bAtk` to `bBaseAtk`,487831648,2016-07-15 3:48:38,FALSE
15341205,8604677,66411217,152,My Bad!  They are stored as constants... I'll refactor them now,460289207,2016-06-09 9:44:26,FALSE
10160269,1151763,43466279,175,"RE: #1 - yes, something like this is possible with a horrible UX of course. Not sure though - we don't have a lot of options. We can prohibit reducing size for now...    #2: So, no resize of any kind above the current scroll position is allowed while the ",338520168,2015-10-30 1:14:57,TRUE
8301294,1767571,36532202,249,Real method? Please change to setMethod(ContrastEnhancementMethod method)    This is a kind of a sign of poor class naming although I do not have an alternative at present.,279095028,2015-08-07 13:50:50,TRUE
15714389,83107,70245758,248,Is a host going to be penalized forever if it misbehaves for a while but then recovers its sanity? Or will its score be more like a moving average over time and its bad score would eventually improve and get back to normal? (I think the right approach is,475146017,2016-07-11 12:11:13,FALSE
10817102,2315368,46162860,62,Is it surely internal error? Doesn't it mean that the user tried to store bad value to attribute?,352901946,2015-11-30 16:09:28,FALSE
16015112,1396212,73757724,134,"Oh! A dig about the delay in the review. Nasty, M. Levesque.    (I'm just teasing.)",483684342,2016-08-05 20:53:54,TRUE
9651458,7572360,41038059,125,"My bad, it's ok here :+1: ",319658262,2015-10-02 14:07:29,FALSE
15242925,12473429,66345257,61,"This was a nasty hack to build the protos as part of the test.  If we are no longer doing that, we might as well do imports as intended ie self._payload_pb2 -> payload_pb2 throughout the file.",461072230,2016-06-08 21:39:00,TRUE
9878677,36688,42177752,86,"Sorry, my bad it's a 201 you'll get back not a 200.",330978768,2015-10-15 18:44:38,FALSE
13634830,1151763,58794869,104,Is it so bad you have to compensate it twice? :),420392734,2016-04-06 22:42:37,FALSE
11445478,2819800,49179716,58,bad indentation,370017858,2016-01-08 11:25:53,FALSE
15740093,6130264,72049234,77,"Oh dear, I didn't know that line would be interpreted that way. That's horrible!    Perhaps we should forbid one-line multiple declarations.    Anyway the code base buts the ampersand and start with the type, so it would be nice to keep that consistent. I",475501476,2016-07-25 11:40:10,TRUE
3111667,13759,10044724,96,"Its currently in collection.h, and since it has to do a lot of ugly crap I think its fine there.  When we can remove the dependencies on all the other things we can refactor it into api/ later",92006557,2014-02-25 16:07:16,TRUE
7579115,325048,40497832,70,"This class and the `Translator` may work with two different sets of fallback locales, changing one won't affect the other. Not sure if this is good or bad, just sayin'...",315982937,2015-09-26 18:06:11,FALSE
10962276,7299982,47183432,112,"Crap, I missed the System.Net.Security change last time. Can you update this please? ",357468667,2015-12-10 2:46:43,TRUE
9442520,1839508,40456102,105,"Oops, I thought you were trying to get the code for some reason. My bad.    There's `http.StatusText` which you can pass Status into to preserve the previous behavior. Sorry for the bit of confusion there.    Edit: .Status without splitting it should also",315923639,2015-09-25 15:46:01,FALSE
4512408,3119227,16842453,83,"This is a bad copy/paste comment, will remove.  It just deletes the project-scoped thing, not the project.",154985548,2014-08-28 12:30:53,FALSE
12308577,60067,52931690,70,"Agreed, it looks ugly. ",389716840,2016-02-15 18:39:40,TRUE
10811557,93170,46099440,110,"Resolving this depends on some changes that won't happen until part 2 or 3, so it just copies the (crap!) implementation from LineRenderer for now.",352854154,2015-11-29 22:42:43,TRUE
4882943,282721,20124550,262,"again, the ugly linebreak is a result of Oleg's instruction to make my lines shorter. I can only follow one ;)",181582026,2014-11-10 23:22:54,TRUE
12353881,86929,53071013,225,Is there a particularly compelling reason to push all these methods onto the adapter (and thus be obliged to give them all ugly pseudo-namespaced names)? Can we just have a `PgLogical.new(the_connection)` class instead?,390685084,2016-02-16 20:12:43,TRUE
2796556,1805654,9233088,264,"I don't think it's a super terrible idea. The is issue that we're making assumptions about how window verifications work (that people can only submit their photos once), and maybe it might make more sense to enforce that than it would be to write code to ",85025388,2014-01-28 15:31:46,FALSE
214863,19216,1198677,198,"ugh, I mixed things up during my last changes, bugger.",48379314,2012-07-19 14:49:35,TRUE
9334236,4828,40638963,121,`addBuilder()` is really ugly as a name. What about using `mount()` like in Silex?,316576180,2015-09-29 4:44:55,TRUE
4796784,972002,18144463,54,"""length"" is a horrible term for corresponding to height",159047148,2014-09-29 7:29:28,TRUE
10586722,1745014,45768310,123,"I'll add that using magic numbers here (62,47) is poor practice.  The reader cannot tell the significant of those numbers, and you are going to forget sooner than you think.  Generate the number with something like `strlen(""Some expected string"")` or at l",350254929,2015-11-24 16:38:32,TRUE
7251335,802412,29030993,757,"This #if 0 is a pending refactor. I would like to have a overall refactor of ugly things in mongoBackend, but I prefer to defer it to a ""calm"" moment (currently, there is a lot of activity here, some pending PR before closing 0.21.0 yet...).",248961723,2015-04-24 6:03:56,TRUE
5712658,2406383,22414514,87,"It took me a lot of work to make the ugly mess above work, but I'm very happy to see it go away.  It was built on a very fragile assumption about SQUAD keeping the same data structure for fuel transference working the same way, which was never going to ha",201762082,2015-01-02 15:35:13,TRUE
13724896,68579,59615636,249,"haha.. good point. We called them ""flips"" at Rackspace. It's a terrible name, I'll fix it.",423476472,2016-04-13 20:05:34,TRUE
10285442,21229,44208016,63,"See, this is just ugly, clicking on the username doesn't have weird gotchas like this.",342547607,2015-11-07 3:55:34,
4951409,4971548,19127636,145,"Oh yeah -- I forgot to change the example, sorry; you see the rule works, but it doesn't work for THAT sentence  because relex doesn't recognize ""such ass"" as a VO combination.  If you use better language the rule works ;)",173360316,2014-10-21 1:06:33,
7063107,1925304,28202626,76,"It's just terminology: this ""rotation"" called ""conjugation"" for quaternions:    ```  		q_rotated = q*q_w*q.inverse();  ```    I just made some optimizations (skipped zero real part of the `q_w`). Also this line looked ugly and useless:    ```  		Quaternio",243660145,2015-04-12 9:16:08,
14191405,1557183,63639849,357,"This is certainly an... intricate.... set of test cases. It seems like it will impose certain maintenance burdens as addons are refactored, in order to conform to what is a fairly complex hierarchy of mixins and special properties.     Am I correct in ass",447533538,2016-05-18 3:17:21,
2186365,1067152,7025750,162,"Sorry for the poor naming.   After implementation `sinon.fakeServer.create`, small delay before receiving response appeared and  I have to use `waitsFor` for that reason. `assertResponse` just hides `waitsFor` mechanism under the hood. `assertRendering` i",63479341,2013-10-17 6:10:13,
7417034,24669,29740567,116,"![](http://makeameme.org/media/created/what-language-is.jpg)    Is Felix written in Javascript now?    All joking aside, this is an excellent example of where a dictionary is a *terrible* design and interface choice, not least because populating this dict",253824623,2015-05-06 6:05:00,
14399756,179424,68210051,86,*minor*: What happened here? The indentation is utter crap here!,487736837,2016-06-23 10:19:28,
6702398,32995,26603466,79,"haha. no. ;-)    this is totally unreadable, and a f*cking nightmare to debug; don't assume you'll never have to get back to this    should be something like:    ```python  cmd = ' '.join([      self.cfg['preconfigopts'],      ""PATH=$PWD:$PATH"",      os.p",231594682,2015-03-17 17:48:37,
9104254,4689735,39087576,545,"@abought it appears not in this case. Perhaps the author chose poor naming conventions (although this pattern (i.e. different 'auth's) is repeated across the codebase), but fixing this concern is beyond the scope of this PR. ",307262124,2015-09-09 17:50:14,
12073388,4481332,52445826,86,"Shame :disappointed:     Please report this issue on Payum, maybe they will be able to fix this.",386758988,2016-02-10 11:32:13,
13478144,125390,59166075,102,Why do you copy the method? Was this added before this code `require()`d `awful.client`?,423453332,2016-04-11 7:58:38,
14846547,57193,66954577,71,hell**n**ooo!,464055694,2016-06-14 11:49:49,
4882943,9255,20115743,117,ugly linebreak,181582026,2014-11-10 20:49:48,
1603831,615927,4764920,73,"Hard to tell with github's terrible diff UI, but this line looks longer than 100 chars.  Please wrap.",45980600,2013-06-19 1:23:00,
3607152,94818,12208678,75,Yes.  Truly horrible.  Backlogged as [UP-4090](https://issues.jasig.org/browse/UP-4090).,106329615,2014-05-01 19:26:13,
3144745,147406,10256253,138,Hmmm... the only reason all the reshaping crap at the top is even necessary is that we index the output arrays on L378-379. What if we just do the test on line 378:  ```python  if lowerbound.ndim == 0 # lowerbound and upperbound should have same ndim,93628096,2014-03-04 13:40:22,
8384926,1031968,36242963,101,"I spent several minutes wrapping my poor brain around the logic of the Boolean and the variable names (yes, I invented them ...). Can we find a better set of names?",279891153,2015-08-04 19:15:34,
4589120,1865726,18618045,110,"What I mean is that you need a notational convention that can deal with all the ugly things that come up in multibody dynamics, like spatial velocity of A in B but re-expressed in Ground, or a Ground-frame force applied to a body-fixed station. These don'",162807095,2014-10-08 20:50:22,
8211159,3181684,34019762,137,"I would prefer this to be two lines, as legibility is poor, and I can't guarantee Perl's behaviour. The brackets could mean list context as much as it controls operator precedence. I'm sure it works, but it makes me cautious.",277376281,2015-07-07 6:57:14,
3940072,380093,13854266,500,"this is ugly, we could make this a loop that would go over ```[:aetype, :datatype, :name, :display_name, :description]``` or at least align it to show that the lines are all the same",127868757,2014-06-17 9:46:36,
9652383,802412,41014990,129,Yes. 0.25.0 will not released with this ugly FIXME here.,319491740,2015-10-02 10:12:39,
301695,5268,734198,214,Wow! the lines above are nasty. Is there no simpler way to do it? E.g. using patch(),8388982,2012-04-25 16:07:17,
2298347,66785,7127927,104,"Can we use a more robust check than this? For example, `if re.match(""\ d:\ d\ d:\ d\ d"", string)`.    Also, `string` is a *terrible* name for a variable. Can you rename it to something more meaningful?",66241809,2013-10-22 12:47:42,
9069925,1800614,38082697,206,this is very ugly.,306589703,2015-08-27 8:45:48,
518815,859,7187,79,The issue is also validation. Keeping both syntaxes does not allow to define required parameters but some of them are required.  IMHO the ugly thing is providing a short syntax. Even the test uses the expanded syntax when loading a single connection or en,17960730,2011-03-09 12:34:53,
15725185,343701,70228850,77,6 levels of nesting is a bit too much... It's gonna be a hell if someone wants to override something..,475198099,2016-07-11 9:46:01,
15989371,1077067,73447413,82,"Similarly, should this become `sparklyr_register_extension`?    It's a shame that there isn't a nice way to enforce certain functions must be called through `::` as `sparklyr::register_extension` is nice as an interface, but it's not necessarily a functio",487117217,2016-08-04 0:49:16,
3819999,115196,13618945,156,"This is a private method, so I'm not to worried about the ugly interface. My main goal here is to share the code to set up and drive the replay bus. The UI makes it really hard to break this up, because it takes the replay bus as a constructor argument, s",124979668,2014-06-10 18:59:58,
5779121,2144764,22767651,118,"This seems a good idea. I wonder if we should use this same method for official jobs, rather than hardcoding that ugly list in pc.c.    I'll take some time to think about this. In case, I'll make a pull request against your fork, to update this.",204560857,2015-01-11 14:54:31,
10699382,75620,45997269,63,I think building a css string is pretty ugly,350649691,2015-11-26 17:10:46,
2549806,327536,8079365,59,"This is ugly yaml, but I don't there is a way to improve it...",74005063,2013-12-03 21:49:50,
13977835,388061,60438798,646,"> I'd rather not have things that are clear mistakes on our end failing silently. I think that's a recipe for not noticing logic errors.    Its a poor experience for the user, true. However a crash is a worse experience.  I'd use the optional and log it a",429466416,2016-04-20 16:09:43,
10493593,1943638,44989202,71,"```  (22:40:26) antares79: pchote: I think the queueing not working properly on #10014 is because the Move activity is doing freaky shit again  (22:41:07) antares79: at the point where my breakpoint stops, there's not NextActivty on MoveSecondHalf, althou",347121289,2015-11-16 20:52:43,
10724845,2406383,46752395,71,aahhh damn.  I forgot to remove this!!,350925617,2015-12-05 2:26:39,
15305665,7428731,66514865,58,It probably does need this but that looks ugly and isnt very clear. also this is a check after a mesage thats bad,459996511,2016-06-09 20:24:07,
4111868,16263,14884632,118,"yeah, this is just my ""oh shit oh shit something borked"" fallback check.. probably really only applies in development but it seemed worth keeping because we keep seeing other weird unexpected bugs once code gets out in the field",135332455,2014-07-14 13:38:43,
1248201,5854,3356834,411,"What kind of ugly things?    From what I've observed, it behaves as expected:  <pre>  >>> import decimal  >>> d  = [decimal.Decimal(x) for x in (0.5, 0.2, 0.3)]  >>> d  [Decimal('0.5'), Decimal('0.200000000000000011102230246251565404236316680908203125'), ",36338160,2013-03-13 15:06:39,
4880587,2628808,18485886,65,I take it back.  Go still confuses me here.        invalid receiver type *cmdWrapper (cmdWrapper is a pointer type)    I guess I can't have pointers to pointer types?  Why the hell not?  This is staying as is.,165265538,2014-10-06 19:10:54,
1545596,1752313,5181520,423,"without the verbose, everything got printed and that was ugly when I ran the decoding for 50 epochs. For every epoch, a message would get printed that would say ""Band pass filtering from xx-xx"". What is the alternative?",48570622,2013-07-14 8:04:51,
5278691,3368500,21236634,71,"You've already got this value in the `name` parameter that you trimmed earlier.    If you just allow the other saveActiveTagSlug/Description methods to *set* their respective properties (just not save if name is blank) you won't have to do this ""ah crap g",185670969,2014-12-03 14:09:00,
9002208,138279,39554460,354,"oups, sorry! i've - and that is shameful from my side - assumed that you were asking about the purpose of the code. And I saw only first half of the line on my laptop.     You are of course right, should have been:    _.without(_.keys(pubsub._issuedKeys),",314918463,2015-09-15 17:33:47,
15953626,75620,72966450,74,"Yeah, exactly what I meant with awful naming ;)",485799880,2016-08-01 12:03:13,
15458290,342057,66966406,98,shame on me... :( You're right.,464131133,2016-06-14 13:13:12,
15626322,114520,70351670,58,"> Hm. Not that I have a better idea, but this implies that we'll not enter this block when called from within a function :(    I agree with this (and didn't have a better idea, other than some ugly hacks that would work but be slow).    > Hm. What about c",475173860,2016-07-11 22:51:17,
5185282,1937464,20114678,71,This is a pretty terrible way to do content negotiation. We should be able to do better.,183981161,2014-11-10 20:33:53,
15213887,963342,65922462,70,There any way to fix the poor scoping instead of provide an override?,459646821,2016-06-06 16:29:06,
14027887,2475856,61481508,115,"I think your confusion stems from my poor documentation of list outputs, not of anything related to TableSource.",430608538,2016-04-28 18:46:08,
8022939,1865726,32653170,93,"We should add alternate constructor signatures to Matrix, Vector, RowVector that allow `size_t` to avoid these ugly casts.",271783255,2015-06-17 15:39:04,
4524065,1132927,16970159,73,"This test shouldn't be possible as a client test, as the client should validate before it sends over the wire.    However we should have an apiserver test, that tests the server side Client object explicitly, and that can pass all sorts of invalid rubbish",155896964,2014-09-02 2:55:53,
16221397,2049783,76295112,132,ugliest signature ever :),500180175,2016-08-25 18:06:44,
3896836,23627,13781008,155,... actually below when you're masking you want the opposite behavior. Fuck.,126175157,2014-06-14 12:19:56,
13399173,278145,58446451,91,return a match expression. Oh wait. Crap.,415784120,2016-04-04 20:50:34,
1250585,409406,3587406,74,I don't know about this. The APINotFoundException could happen due to poor entry on the part of a user (someone hand-enters or imports a bad attribute). Should that be considered a system error?,37546546,2013-03-29 14:46:49,
16221397,2049783,76300910,132,formatting is fine.  It's just the mix of normal parameters *and* an out-param *and* a ref param.  just super ugly.,500180175,2016-08-25 18:38:11,
2123773,79724,6600533,213,"`@Routes.size < 1` looks horrible. Size cannot be negative so you check for empty routes, so it should be `@Routes.empty?`",58522624,2013-09-26 11:33:48,
2532497,42112,8070074,334,"Feels ugly to do this here (`NSNotification` might feel more appropriate, but not sure who would listen for it). Observation unrelated to this pull: it also feels ugly to initiate syncing via a class method on a model.",74171000,2013-12-03 17:39:25,
8229898,949184,33900433,64,"In my opinion, this entire description is poor. I suggested extending it a bit more and provide an example.  These are tutorials, so they should be based on walk-throughs...",279123120,2015-07-05 21:40:35,
2898277,26530,9368807,112,"Feel free to clean things up, the current code is an antique and rather ugly. I started to do something about it when the generic sorts went in but never finished it up and have an orphaned branch that has languished for probably two years. The libc qsort",85839827,2014-02-02 6:00:57,
14117288,12381,60797636,147,"Same comment about import/export as reserved words. It's ugly, but I think they should be in quotes if we use them as attributes.",431949118,2016-04-22 20:21:53,
11319634,5830411,48615380,120,np.. Just look ugly that way :),366444175,2015-12-30 16:49:23,
9350741,3078608,40960028,137,"we just cannot iterate over a enum, shame for C++11... Ada has this feature from 80's... :(",318970342,2015-10-01 18:09:01,
9781882,4647205,41923305,214,"DistributedCache is deprecated, can you use `job.addFileToClassPath` to add the files?    Yes, right now that seems to do exactly this under the hood, but if hadoop ever gets their crap together they can change this without warning.",330330761,2015-10-13 18:52:03,
8022939,1865726,32654675,183,"`decltype` seems ugly here. If you are trying to avoid typing out the whole type name, I would rather see some convenient typedefs like `using RealTable = OpenSim::DataTable<SimTK::Real;` which I think would be clearer in an example.",271783255,2015-06-17 15:52:48,
4033287,5268,14372021,92,After some minddigging I think I get it. It's just the grim and dark side of the upsert pattern that you have list every item like that. The SQL it generates is kinda horrible but at least you've remedies some of that by using a list in python.,132439706,2014-06-30 18:06:57,
7741187,21378,31340850,235,I'm doing these as you're asking.. but I find it ugly to not have a space there.. it gets more crowded to the method declaration ;)   I'm easy though.. just saying I would prefer a space after the method declaration.,263743433,2015-05-29 14:33:54,
4206725,21084,15951789,156,"This should never happen unless something terrible happens, so maybe it's OK?",146106610,2014-08-07 15:54:12,
10304413,83571,44100680,168,This name is terrible.  Maybe `IsIdentifierAndNull(...)`?,341733237,2015-11-06 2:28:24,
9876007,4659404,42671443,71,"> It's conditional on sync-groups... we have the opposite of this inside of the Run() method for the Options structs to print when there is a dry run.    That relies on a printer that is damn near impossible to build manually, so we output in one big clum",334035032,2015-10-21 17:38:27,
3907667,5021,13794063,143,"well this is first attempt for rewriting - more or less mechanical. Only purpose is to get rid of ```Ops``` artifacts and turn it from terrible to bad.    Moreover, it doesn't make sense to change default here ... ```@hardware``` contains info read from h",126446101,2014-06-16 5:33:53,
10459413,9179,44871330,169,Oh damn. I've reviewed the code so often... I'm so sorry :-(  > Am 15.11.2015 um 13:16 schrieb Maciej Malarz <notifications@github.com>: >  > In tests/Doctrine/ODM/MongoDB/Tests/Functional/Ticket/GH1275Test.php: >  > > +        $container->$strategy->add(,346283053,2015-11-15 11:55:14,
3873145,576622,13622942,169,"is there any way to override this without using ```!important```?     * If so, I'd say let's roll with that.  * If not, it may be time to make a /lms/static/sass/discussion/_shame.scss file and place all overrides (especially those with ```!important``` t",124745353,2014-06-10 20:08:48,
4243430,40805,15400851,54,I was wondering about the ugly hack. The alternative is to quickly add the repo. I guess it's cleaner?,141471830,2014-07-25 11:45:36,
16313285,1831523,75400725,97,"Ahah, I used ""nasty"" because it's not just bad, it's *evil* to swap + for - ???? I'll use `BadMath`, no problem!",494596324,2016-08-18 22:25:43,
14626876,1816524,63981014,107,One more design suggestion. It is looking quite ugly to pass summary_messages to one of these and not the other. It is probably clearer conceptually to do something like:    linter_messages = _pre_commit_linter(all_files)  pattern_messages = _pre_commit_l,449132088,2016-05-20 1:46:08,
10115416,4647205,43271746,68,"Is the contract for persist that it will run in a non-daemon thread? also, if the committer errors out is there any special ""oh crap"" message that needs to fly?",337592993,2015-10-28 14:33:51,
1478109,10080,4238707,67,Yeah maintaining BC would be a problem. This log type juggling is crap imho. There should only be the standard log levels and scopes.,41165830,2013-05-15 14:46:54,
3432285,114126,11326223,74,"Also, we usually use the (terrible) ectorcrc for DSP stuff. I'd prefer if we kept the same hashing algorithm everywhere for DSP.",101548951,2014-04-06 11:44:54,
7305886,24669,29238070,231,"This is a nasty antipattern. Instead:    `for source, cfg_dict in ((LOCAL_ETCD, host_dict), (GLOBAL_ETCD, global_dict)):`",250595508,2015-04-28 10:43:17,
8318467,1039550,34055537,72,"Because of a rather nasty subtle bug that took me a bit to figure out - if it's generic, then we mark the instantiated form as used, which doesn't equal the original definition's unconstructed form, so things get confused (e.g. the local function is marke",279264266,2015-07-07 13:49:15,
13527277,968215,67481644,167,It's a poor man copy of `TorrentManager.loadTorrent`. I don't want to change the behavior so we can have the same refactoring later on.,465516675,2016-06-17 9:17:48,
